first_name,last_name,dob,company_name,last_active,score,member_since,state,source
Monica,Marshall,1969/03/24,"Hopkins, Barnes and Ward",2018/09/09,53,2014,ME,Softball
Patrick,Mullins,1980/10/24,"Mullen, Huffman and Vasquez",2018/02/17,73,2011,MN,Softball
Kristen,Ross,1991/02/28,"Smith, Torres and Matthews",2018/11/07,49,2011,SC,Softball
Teresa,Griffin MD,1967/03/04,"Jackson, Carlson and Contreras",2018/08/08,96,1984,IA,Softball
Joseph,Robinson,1973/06/21,Hunter Ltd,2018/03/13,42,2006,LA,Softball
Mr.,Justin Grimes MD,1978/08/08,"Martin, Mcknight and Clark",2018/04/07,67,1990,NH,Softball
Nicholas,Wood,1967/06/06,Hunter Ltd,2018/10/10,65,2008,WV,Softball
Patricia,Molina,1989/03/30,Williams-Stephenson,2018/07/19,81,2015,VT,Softball
Gerald,Mcgee,1960/05/04,Parker Group,2018/05/28,34,2001,IA,Softball
Robin,Thompson,1962/12/12,"Hopkins, Barnes and Ward",2018/09/20,83,1999,RI,Softball
Jeremy,Sanders,1973/11/25,"Martin, Mcknight and Clark",2018/10/16,69,2002,MS,Softball
John,Johnson,1972/02/23,"Hopkins, Barnes and Ward",2018/10/10,49,1989,IL,Softball
Dr.,Erin Vega,1977/08/26,"Jackson, Carlson and Contreras",2018/07/10,69,2005,SD,Softball
Stephanie,Paul,1984/02/22,Taylor-Alvarez,2018/11/13,48,2012,RI,Softball
Angela,Harrison,1971/11/20,Williams-Stephenson,2018/04/27,76,2013,OH,Softball
Joshua,Barajas,1989/08/14,Taylor-Alvarez,2018/03/29,38,2012,OH,Softball
Samantha,Brown,1972/11/07,"Alvarez, Schaefer and Robertson",2018/05/31,48,2001,MN,Softball
Eric,Hodges,1963/12/21,Scott and Sons,2018/05/16,83,1998,IL,Softball
Morgan,Willis,1973/07/01,Bruce Inc,2018/04/05,39,1988,IN,Softball
James,Erickson,1970/05/17,Williams-Stephenson,2018/03/11,35,1986,HI,Softball
Tyler,Hutchinson,1962/04/21,"Hopkins, Barnes and Ward",2018/03/25,99,1982,TX,Softball
Desiree,Smith,1974/05/16,Rivera Ltd,2018/02/20,56,2003,WA,Softball
Michael,Moore,1997/09/11,Keller Group,2018/10/30,97,2015,IN,Softball
Debra,Stephens,1960/07/10,Bruce Inc,2018/03/19,66,1993,ID,Softball
James,Cook,1968/08/03,"Hopkins, Barnes and Ward",2018/08/27,69,1996,VA,Softball
Michael,Crawford,1965/05/22,Scott and Sons,2018/01/19,38,2003,NY,Softball
Kyle,Alvarez,1964/09/20,Bruce Inc,2018/07/23,97,2009,WV,Softball
Todd,Wallace,1965/10/20,Parker Group,2018/10/14,80,2000,MI,Softball
Stephanie,Mcpherson,1986/11/08,Williams-Stephenson,2018/11/18,62,2014,MO,Softball
James,Smith,1975/04/08,"Alvarez, Schaefer and Robertson",2018/08/20,85,1998,ME,Softball
Chloe,Ochoa,1961/04/11,Bruce Inc,2018/12/16,34,2011,NV,Softball
Raymond,Wells,1969/11/20,Rivera Ltd,2018/09/14,93,1996,CO,Softball
Dominic,Collins,1961/08/26,Rivera-Morrow,2018/07/12,88,2004,WI,Softball
Shawn,Austin,1977/02/11,Rivera-Morrow,2018/09/09,64,2014,WI,Softball
John,Frey,1977/05/11,Williams-Stephenson,2018/11/10,64,2000,CT,Softball
Virginia,Turner,1977/04/19,"Martin, Mcknight and Clark",2018/02/06,83,1991,FL,Softball
Jill,Macdonald DDS,1981/05/14,Bruce Inc,2018/08/04,61,2001,TX,Softball
Carolyn,Christian,1993/12/03,Williams-Stephenson,2018/05/03,50,2011,NJ,Softball
Jorge,Sanchez,1992/01/16,Williams-Stephenson,2018/09/14,91,2014,ND,Softball
Christy,Thomas,1985/11/20,Rivera-Morrow,2018/11/02,70,1998,UT,Softball
Kelly,Farmer,1971/04/08,Williams-Stephenson,2018/07/31,55,1993,SD,Softball
Sheila,Robinson,1963/04/13,"Smith, Torres and Matthews",2018/07/07,43,1995,MD,Softball
Alexandra,Martinez,1968/05/25,Bruce Inc,2018/01/16,68,1989,GA,Softball
John,Chang,1961/12/09,Bruce Inc,2018/12/26,80,1988,SD,Softball
Jacob,Spencer,1987/09/06,Peterson and Sons,2018/12/22,80,2009,OH,Softball
Matthew,Jennings,1990/02/06,Taylor-Alvarez,2018/09/18,97,2005,MD,Softball
Richard,Rosales,1973/11/04,Peterson and Sons,2018/04/08,85,2018,WI,Softball
Krystal,Santos,1969/03/19,Rivera Ltd,2018/04/03,51,2018,AR,Softball
Joshua,Mcintosh,1963/12/11,"Alvarez, Schaefer and Robertson",2018/03/31,77,2010,GA,Softball
Joy,Weber,1966/06/19,"Hopkins, Barnes and Ward",2018/12/18,47,2008,SD,Softball
Harold,Brown,1978/03/02,Williams-Stephenson,2018/03/01,57,1994,SC,Softball
Michael,Crawford,1981/12/21,Mcdonald Inc,2018/12/24,97,2013,AZ,Softball
Christian,Liu,1976/08/21,"Mullen, Huffman and Vasquez",2018/03/22,43,2006,AK,Softball
David,Carr,1959/09/03,"Hopkins, Barnes and Ward",2018/10/16,65,2006,SD,Softball
Kayla,Smith,1987/08/27,Scott and Sons,2018/07/29,31,2018,MN,Softball
Eric,Martinez,1970/02/06,"Hopkins, Barnes and Ward",2018/03/09,57,1986,IL,Softball
Sarah,Davis,1977/06/16,"Hopkins, Barnes and Ward",2018/11/09,41,2016,MA,Softball
Noah,Cobb,1991/06/18,Williams-Stephenson,2018/01/26,68,2013,IN,Softball
Adam,Kelley,1971/11/23,"Alvarez, Schaefer and Robertson",2018/05/06,64,2014,UT,Softball
Lauren,Brown,1984/06/28,Hunter Ltd,2018/05/14,73,1999,UT,Softball
Eric,Fuller,1997/02/27,"Brown, Vasquez and Sanchez",2018/01/23,88,2017,WA,Softball
Tracy,Cook,1986/01/09,Rivera Ltd,2018/05/05,51,1999,CA,Softball
Donna,White,1961/10/06,Rivera-Morrow,2018/06/28,66,2018,MI,Softball
Aaron,Burns,1970/02/19,,2018/01/09,57,2015,MA,Softball
Jackson,Ortega,1998/08/31,Bruce Inc,2018/02/15,82,2015,WI,Softball
Vanessa,Brown,1970/06/23,Pearson Group,2018/03/13,97,2005,AR,Softball
Matthew,Pratt,1975/11/16,,2018/12/24,73,1995,ID,Softball
Leslie,Coleman,1979/10/31,"Jackson, Carlson and Contreras",2018/11/03,79,1995,IN,Softball
Victor,Barnes,1960/05/06,Rivera Ltd,2018/03/17,87,1999,RI,Softball
Timothy,Kim,1962/05/02,Mcdonald Inc,2018/12/12,36,2010,GA,Softball
Rachel,Butler,1961/08/31,"Smith, Torres and Matthews",2018/03/28,62,1973,IA,Softball
Mr.,Jacob Gates MD,1979/07/19,"Smith, Torres and Matthews",2018/09/30,33,2017,KY,Softball
Mitchell,Maxwell,1991/06/18,"Alvarez, Schaefer and Robertson",2019/01/09,53,2018,UT,Softball
Dustin,Nguyen,1981/08/11,"Mullen, Huffman and Vasquez",2018/12/08,81,1995,IL,Softball
Daniel,Dillon,1984/01/08,"Mullen, Huffman and Vasquez",2018/01/11,54,1997,GA,Softball
David,Small,1969/09/15,"Martin, Mcknight and Clark",2018/10/15,39,2013,ND,Softball
Paula,Rivera,1981/02/18,"Jackson, Carlson and Contreras",2018/10/05,34,1996,DE,Softball
Jared,Bryant,1984/06/12,Taylor-Alvarez,2018/11/09,52,2001,LA,Softball
Anthony,Le,1978/03/29,Bruce Inc,2018/05/11,74,2010,ND,Softball
Brittany,Smith,1966/10/28,Taylor-Alvarez,2018/04/19,81,2013,MD,Softball
Kathleen,Martinez,1975/09/11,,2018/10/01,35,2011,PA,Softball
Brandon,Arnold,1962/07/13,Mcdonald Inc,2018/08/23,78,1989,MT,Softball
Alexandra,Davidson,1963/09/07,"Hopkins, Barnes and Ward",2018/11/16,30,1992,WI,Softball
Katie,Mendoza,1985/05/01,"Hopkins, Barnes and Ward",2018/09/09,46,1998,NM,Softball
Christopher,Aguilar,1963/12/16,Bruce Inc,2018/10/05,85,1978,AR,Softball
Michele,King,1968/05/28,Pearson Group,2018/08/11,54,1989,AK,Softball
Dillon,Jenkins,1989/07/16,Taylor-Alvarez,2018/05/08,38,2014,OK,Softball
Annette,Lee,1961/07/10,Rivera-Morrow,2018/09/25,87,2018,IN,Softball
Anthony,Graham,1961/05/16,Keller Group,2018/12/26,55,1999,AZ,Softball
William,White,1994/09/08,"Martin, Mcknight and Clark",2018/05/06,56,2014,PA,Softball
Carmen,Gilbert,1964/11/26,Scott and Sons,2018/04/08,57,2003,SC,Softball
Daniel,Jimenez,1977/05/03,Hunter Ltd,2018/04/09,64,1989,WI,Softball
Thomas,Perez,1964/10/11,"Alvarez, Schaefer and Robertson",2018/05/01,75,1992,MA,Softball
Alexa,Odonnell,1984/12/01,Scott and Sons,2018/01/10,69,2007,VA,Softball
Amanda,Coffey,1962/09/29,"Jackson, Carlson and Contreras",2018/11/16,48,2011,TX,Softball
Alexis,Bailey,1988/10/24,,2018/02/02,99,2015,NV,Softball
Jeff,Mata,1970/01/02,Keller Group,2018/01/19,87,1996,ID,Softball
Monica,Lynch,1971/02/14,,2018/04/07,72,1991,TX,Softball
James,Davis,1969/12/21,"Hopkins, Barnes and Ward",2018/05/10,84,2003,NH,Softball
John,Andrews,1959/04/12,"Brown, Vasquez and Sanchez",2018/09/12,96,2005,NE,Softball
Daniel,Figueroa,1972/01/14,"Mullen, Huffman and Vasquez",2018/07/25,32,1990,OK,Softball
Norman,Walker,1984/12/10,Rivera-Morrow,2018/10/23,83,2004,NE,Softball
Jonathan,Morgan,1992/05/30,Rivera-Morrow,2018/11/13,79,2004,GA,Softball
Dawn,Perez,1994/07/10,Bruce Inc,2018/08/14,88,2018,OH,Softball
Edward,Davis,1976/03/21,"Martin, Mcknight and Clark",2018/08/11,53,2000,OR,Softball
Cody,Bennett,1974/01/22,Rivera Ltd,2018/04/29,45,1989,VT,Softball
Karen,Jackson,1961/12/05,,2018/11/09,37,1985,IN,Softball
Joseph,Colon,1967/11/05,"Kelley, Gilbert and Jackson",2018/07/17,82,1999,WV,Softball
Ashley,Pruitt,1981/12/28,"Jackson, Carlson and Contreras",2018/07/15,30,2011,CO,Softball
Stephanie,Green,1997/04/26,"Jackson, Carlson and Contreras",2018/02/15,88,2017,NC,Softball
Mrs.,Tiffany Nielsen,1967/09/05,Bruce Inc,2018/06/20,80,1984,LA,Softball
Kayla,Cannon,1981/03/18,"Brown, Vasquez and Sanchez",2018/05/18,83,1994,NY,Softball
Jennifer,Jackson,1980/09/07,Mcdonald Inc,2018/09/22,94,2017,IL,Softball
Michael,Moore,1970/04/07,"Martin, Mcknight and Clark",2018/09/24,39,2007,CO,Softball
Zachary,Smith,1982/02/17,Taylor-Alvarez,2018/03/29,84,2018,HI,Softball
Jonathon,Brandt,1981/03/23,"Martin, Mcknight and Clark",2018/03/22,94,2007,MO,Softball
Peter,Martinez,1971/12/14,"Mullen, Huffman and Vasquez",2018/10/14,59,1993,MA,Softball
Susan,Villarreal,1969/07/18,Rivera-Morrow,2018/07/07,44,1982,MT,Softball
Chelsey,Martinez,1966/06/22,"Hopkins, Barnes and Ward",2018/03/04,89,2004,MA,Softball
Gregory,George,1959/10/05,Rivera Ltd,2018/03/12,92,2010,OH,Softball
Christopher,Ponce,1960/04/12,"Alvarez, Schaefer and Robertson",2018/12/05,81,2009,TN,Softball
Brenda,Doyle,1962/05/11,"Mullen, Huffman and Vasquez",2018/01/26,74,2001,OR,Softball
Steven,Wilson,1985/05/13,"Alvarez, Schaefer and Robertson",2018/10/01,72,2000,WI,Softball
Joshua,Chen,1973/09/19,Parker Group,2018/06/24,80,2004,AZ,Softball
Jessica,Anderson,1978/09/22,Scott and Sons,2019/01/01,39,2015,TX,Softball
Jacob,Sanchez,1969/08/19,,2018/11/07,50,2017,WI,Softball
Brandon,Sheppard,1989/02/23,"Brown, Vasquez and Sanchez",2018/09/28,62,2011,MT,Softball
Rhonda,Rios,1980/06/25,Rivera Ltd,2018/03/19,30,1999,WV,Softball
Patricia,Crosby,1967/06/17,Rivera-Morrow,2018/10/03,47,2015,MA,Softball
James,Sosa,1973/01/18,"Mullen, Huffman and Vasquez",2018/04/20,69,2009,MS,Softball
Justin,Cabrera,1995/07/25,"Brown, Vasquez and Sanchez",2018/12/25,69,2012,MO,Softball
Peter,Franco,1972/12/29,Williams-Stephenson,2018/07/12,69,2014,CT,Softball
Terry,Fox,1962/01/31,"Martin, Mcknight and Clark",2018/08/20,78,1982,KS,Softball
Carrie,Davis,1979/02/05,"Hopkins, Barnes and Ward",2018/12/10,68,1992,HI,Softball
Anthony,Duncan,1966/04/19,"Smith, Torres and Matthews",2018/05/21,67,2010,KY,Softball
Amanda,English,1961/05/21,Peterson and Sons,2018/05/08,58,2005,OK,Softball
Robert,Bennett,1979/11/19,"Alvarez, Schaefer and Robertson",2018/06/03,31,1997,VA,Softball
Tyler,Soto,1959/04/22,Pearson Group,2018/06/26,63,1984,ID,Softball
Frank,Cole,1989/10/21,Parker Group,2018/10/12,48,2006,ND,Softball
Austin,Brandt,1969/03/08,Mcdonald Inc,2018/09/07,62,1983,AL,Softball
Carolyn,Miller,1990/08/26,"Brown, Vasquez and Sanchez",2018/04/20,45,2013,NM,Softball
April,Bishop,1959/03/20,Rivera-Morrow,2018/05/04,34,2004,WI,Softball
Susan,Lee,1959/11/09,"Martin, Mcknight and Clark",2018/03/04,45,1971,OK,Softball
Charles,Brooks,1982/06/22,Pearson Group,2018/06/18,73,1996,ME,Softball
John,Ward,1969/06/29,,2018/04/17,31,2010,OR,Softball
Dr.,Ashley Lewis,1963/09/24,Rivera Ltd,2018/07/25,31,1999,NH,Softball
John,Miller,1966/05/02,Parker Group,2018/11/19,32,2004,WV,Softball
Kyle,Page,1968/12/16,Taylor-Alvarez,2018/05/19,33,1980,MO,Softball
Sean,Turner,1991/08/24,Scott and Sons,2018/04/26,50,2004,SD,Softball
Patricia,Lopez,1974/08/02,,2018/05/07,83,2014,OK,Softball
Jessica,Hughes,1979/08/31,"Jackson, Carlson and Contreras",2018/02/26,45,2002,NE,Softball
Mark,Garner,1984/01/05,Mcdonald Inc,2018/06/02,51,1997,WV,Softball
Crystal,Peterson,1971/02/03,Parker Group,2018/07/13,44,1988,AK,Softball
Robert,Kerr,1967/08/24,Rivera-Morrow,2018/08/31,89,1979,MN,Softball
Nicole,Coffey,1976/09/04,,2018/04/03,35,2001,MT,Softball
Daniel,Gregory,1963/12/04,"Smith, Torres and Matthews",2018/05/27,69,2005,CT,Softball
Tristan,Anderson,1979/01/16,Rivera Ltd,2018/08/30,82,2007,IL,Softball
Daniel,Salazar,1998/02/02,Parker Group,2018/10/10,99,2010,ME,Softball
April,Cook,1969/05/21,Williams-Stephenson,2018/06/30,88,2013,UT,Softball
Eric,Martin,1966/08/27,Scott and Sons,2018/09/21,75,2002,RI,Softball
William,Clay,1964/07/11,"Smith, Torres and Matthews",2018/01/23,84,1978,FL,Softball
Ronnie,Calhoun,1969/04/02,Mcdonald Inc,2018/08/08,32,2000,ND,Softball
Valerie,Mcintyre,1964/01/25,"Smith, Torres and Matthews",2018/04/26,37,1984,NV,Softball
Erika,Gilmore,1965/01/16,"Mullen, Huffman and Vasquez",2018/05/05,83,2017,MT,Softball
Beth,Munoz MD,1968/01/31,"Kelley, Gilbert and Jackson",2018/03/22,89,1986,KS,Softball
Deborah,Bennett,1961/09/29,Parker Group,2018/09/13,68,2007,SD,Softball
Isaac,Phelps,1968/09/25,"Martin, Mcknight and Clark",2018/04/28,84,2018,RI,Softball
Maria,Anderson,1975/08/05,Pearson Group,2018/03/18,99,2005,NY,Softball
Rodney,Reynolds,1973/06/15,"Smith, Torres and Matthews",2018/09/25,32,1996,PA,Softball
Yvonne,Braun,1970/07/30,Parker Group,2018/11/19,51,1987,CO,Softball
Richard,Clark,1970/04/29,Mcdonald Inc,2018/12/04,84,1983,NY,Softball
Mrs.,Tammy Taylor,1967/10/10,Keller Group,2019/01/06,83,2008,MI,Softball
Thomas,Riley,1977/09/16,Parker Group,2018/12/14,33,2007,WY,Softball
Mark,Hughes,1983/04/22,Rivera Ltd,2019/01/06,61,2013,AR,Softball
Valerie,Willis,1980/11/08,"Martin, Mcknight and Clark",2018/03/06,81,2003,FL,Softball
Denise,Williams,1962/06/13,"Martin, Mcknight and Clark",2018/05/25,75,1983,NC,Softball
Leroy,Williams,1978/08/10,Mcdonald Inc,2018/10/05,41,2015,NY,Softball
Tiffany,Hawkins,1978/08/30,"Kelley, Gilbert and Jackson",2018/12/30,42,2008,NE,Softball
Jennifer,Collins,1983/02/19,"Alvarez, Schaefer and Robertson",2018/10/29,68,2015,RI,Softball
Nathan,Martinez,1988/05/21,Taylor-Alvarez,2018/06/19,76,2002,ME,Softball
Jessica,Garrett,1963/08/22,"Brown, Vasquez and Sanchez",2018/05/24,37,1980,ME,Softball
Caitlin,Daniels,1964/06/20,Bruce Inc,2018/11/19,91,1990,AL,Softball
Emily,Fletcher,1986/11/18,Scott and Sons,2018/11/27,78,2007,FL,Softball
Kristina,Brown,1977/11/03,Scott and Sons,2018/03/31,77,2011,CT,Softball
Ashley,Kelly,1970/09/27,"Brown, Vasquez and Sanchez",2018/11/25,64,2005,SC,Softball
Jennifer,Bradley,1996/09/12,"Martin, Mcknight and Clark",2018/06/14,77,2013,NJ,Softball
Carolyn,Hall,1974/02/13,"Mullen, Huffman and Vasquez",2018/02/17,88,2018,LA,Softball
Catherine,Thomas,1977/06/25,Pearson Group,2018/07/16,89,1999,NY,Softball
Sarah,Sullivan,1961/07/20,Parker Group,2018/02/02,44,2001,RI,Softball
Nancy,Hawkins,1959/12/20,,2018/08/20,96,1985,DE,Softball
Joseph,Evans,1966/06/10,"Smith, Torres and Matthews",2018/02/09,84,1989,AL,Softball
Kevin,Flores,1960/09/30,"Martin, Mcknight and Clark",2018/11/21,60,2017,AZ,Softball
Brianna,Wallace,1977/03/10,"Jackson, Carlson and Contreras",2018/07/04,88,2007,CO,Softball
Paul,Rivera,1978/06/12,"Hopkins, Barnes and Ward",2018/03/25,97,2014,AR,Softball
Brian,Alvarez,1974/10/01,Scott and Sons,2018/11/08,84,1996,MS,Softball
Jason,Navarro,1993/06/22,"Smith, Torres and Matthews",2018/05/21,48,2013,HI,Softball
Peter,Mccormick,1980/11/04,,2018/07/14,63,1997,OH,Softball
Sarah,Anderson,1975/06/06,"Smith, Torres and Matthews",2018/12/30,39,2003,IL,Softball
Chad,Rodriguez,1991/09/04,"Brown, Vasquez and Sanchez",2018/07/08,42,2013,ID,Softball
Jonathan,Contreras,1967/02/22,Scott and Sons,2018/10/31,56,2006,OH,Softball
Sara,Sanchez,1968/02/15,"Martin, Mcknight and Clark",2018/09/27,48,1996,KS,Softball
Holly,Preston,1968/03/28,"Smith, Torres and Matthews",2018/11/12,52,2000,ID,Softball
Ms.,Jill Miranda DDS,1997/07/05,"Kelley, Gilbert and Jackson",2018/10/18,72,2011,AR,Softball
David,Medina,1992/05/03,"Brown, Vasquez and Sanchez",2018/12/13,46,2009,VA,Softball
Elizabeth,Moore,1959/03/15,Pearson Group,2018/03/15,51,2006,AL,Softball
Melinda,Johnson,1984/08/21,"Mullen, Huffman and Vasquez",2018/07/18,74,2002,MO,Softball
Phillip,Garcia,1962/02/10,Bruce Inc,2018/11/22,73,2000,WA,Softball
Daniel,Ruiz,1977/01/17,Peterson and Sons,2018/09/11,64,1991,NH,Softball
Nicholas,Martin,1959/10/01,Rivera Ltd,2018/08/02,57,1992,RI,Softball
Michael,Peterson,1959/01/30,Hunter Ltd,2018/04/20,82,2008,OR,Softball
Donald,Johnson,1960/04/01,Keller Group,2018/03/27,89,1976,OK,Softball
Leslie,Walsh,1976/01/30,Parker Group,2018/10/08,42,2008,LA,Softball
James,Pacheco,1962/09/19,"Hopkins, Barnes and Ward",2018/02/27,84,1993,NV,Softball
Jane,Bruce,1973/09/29,Peterson and Sons,2018/02/11,59,1995,TN,Softball
Tara,Williams,1977/09/16,Parker Group,2018/02/06,57,2015,MA,Softball
Shari,Johnson,1964/01/29,Peterson and Sons,2018/11/02,39,1995,IL,Softball
Rebecca,Garcia,1984/03/18,"Jackson, Carlson and Contreras",2018/08/17,50,2008,NM,Softball
Vincent,Thomas,1961/08/27,Pearson Group,2018/09/30,38,2015,HI,Softball
Christopher,Johnston,1976/06/13,"Jackson, Carlson and Contreras",2018/11/24,43,2005,IA,Softball
Ariel,Ramos,1975/08/28,Peterson and Sons,2019/01/03,89,2007,KY,Softball
Mary,Anderson,1978/02/22,Rivera Ltd,2018/06/22,82,2003,PA,Softball
Keith,Mason,1960/11/29,Bruce Inc,2018/05/28,35,1972,IN,Softball
Brian,Jones,1997/02/05,Taylor-Alvarez,2018/12/20,88,2018,OH,Softball
Victor,Esparza,1959/08/14,Bruce Inc,2018/05/20,98,2004,NM,Softball
Gabriella,Allen,1963/01/20,"Brown, Vasquez and Sanchez",2018/01/19,33,1994,VT,Softball
Jeffery,Zavala,1981/06/01,"Martin, Mcknight and Clark",2018/09/28,71,2017,VA,Softball
Travis,Pacheco,1965/06/04,Keller Group,2018/12/14,81,1978,IA,Softball
Gina,Diaz,1998/11/14,"Kelley, Gilbert and Jackson",2018/12/02,97,2016,CO,Softball
Nicholas,Hill,1976/04/03,Williams-Stephenson,2018/04/21,76,2001,AR,Softball
Monique,Andrews,1997/04/23,Bruce Inc,2018/02/25,75,2014,AK,Softball
Edward,Garcia,1980/12/16,Rivera Ltd,2018/05/24,70,2018,AK,Softball
Michael,Meyer,1961/08/19,"Alvarez, Schaefer and Robertson",2018/01/16,51,2009,WY,Softball
Michael,Fernandez,1967/12/08,Keller Group,2018/09/27,40,1987,AZ,Softball
Samuel,Anderson,1962/09/06,"Mullen, Huffman and Vasquez",2018/10/28,49,2002,OR,Softball
Connie,Krause,1993/01/02,Parker Group,2018/05/28,69,2007,IN,Softball
Mark,Estrada,1986/08/19,Parker Group,2018/02/02,46,2016,HI,Softball
Erin,Morris,1981/05/28,Parker Group,2018/08/17,37,2016,FL,Softball
Bridget,Romero,1986/09/10,"Kelley, Gilbert and Jackson",2018/03/16,34,2017,AL,Softball
Donna,Delacruz,1970/11/21,Pearson Group,2018/08/26,74,1991,TN,Softball
Abigail,Richardson,1984/07/18,Keller Group,2018/04/28,64,2001,WI,Softball
Vincent,Miller,1986/01/26,"Alvarez, Schaefer and Robertson",2018/01/27,55,2002,KS,Softball
Amy,Lang,1968/08/14,Rivera-Morrow,2018/12/09,63,1984,KY,Softball
Anita,Morgan,1996/01/01,"Mullen, Huffman and Vasquez",2018/08/04,38,2013,AZ,Softball
Kathy,Sexton,1982/01/12,,2019/01/02,97,2004,TX,Softball
Matthew,Browning,1982/08/13,Pearson Group,2018/05/09,96,2004,NJ,Softball
David,Gomez,1973/11/24,Williams-Stephenson,2018/12/30,92,1996,PA,Softball
Matthew,Crawford,1994/09/24,,2018/10/17,81,2009,WI,Softball
Mark,Rodriguez,1994/10/30,Peterson and Sons,2018/06/14,90,2009,SD,Softball
Christopher,Wright,1996/01/21,"Hopkins, Barnes and Ward",2018/04/02,45,2015,OR,Softball
Samuel,Pittman,1961/09/15,,2018/06/09,73,1984,NM,Softball
Lauren,Fisher,1978/07/22,"Smith, Torres and Matthews",2018/01/19,87,1998,NM,Softball
Tonya,Campbell,1962/10/12,"Brown, Vasquez and Sanchez",2018/04/05,88,2005,LA,Softball
Kevin,Davis,1974/02/23,Hunter Ltd,2018/06/27,88,2013,WI,Softball
Amy,Moore,1963/01/24,"Kelley, Gilbert and Jackson",2018/06/30,56,1980,OR,Softball
Sheila,Mason,1971/03/16,"Smith, Torres and Matthews",2018/05/01,75,2018,PA,Softball
Aaron,Williams,1995/11/02,Parker Group,2019/01/04,31,2010,MO,Softball
Edward,Powell,1977/07/26,Rivera Ltd,2018/11/26,41,2010,PA,Softball
Julia,Anderson,1961/07/04,"Kelley, Gilbert and Jackson",2018/09/23,74,2017,WV,Softball
Sarah,Wilson,1969/07/05,Pearson Group,2018/07/29,54,2011,MT,Softball
Patricia,Dominguez,1972/01/24,,2018/03/12,94,2017,MS,Softball
Nathaniel,Moran,1984/01/31,"Mullen, Huffman and Vasquez",2018/08/30,89,2009,TX,Softball
Amy,Meadows,1961/05/31,Mcdonald Inc,2018/02/02,56,1980,NC,Softball
Michael,Robles,1969/08/17,"Kelley, Gilbert and Jackson",2018/05/06,88,2014,AL,Softball
Michelle,Burke,1997/12/09,Williams-Stephenson,2018/10/07,88,2015,GA,Softball
David,Bailey,1967/04/25,"Jackson, Carlson and Contreras",2018/02/18,86,1999,MI,Softball
Jason,Mendoza,1963/08/17,Williams-Stephenson,2018/09/19,96,2011,AR,Softball
Scott,Hawkins DVM,1963/09/01,"Mullen, Huffman and Vasquez",2018/02/09,91,2009,UT,Softball
Jennifer,Conley,1970/05/09,Mcdonald Inc,2018/02/14,81,2011,NY,Softball
Jessica,Butler,1967/05/31,,2018/08/16,92,2006,ND,Softball
Kimberly,Espinoza,1973/06/20,"Jackson, Carlson and Contreras",2018/01/10,87,1997,WI,Softball
Adam,Simpson,1969/05/28,"Mullen, Huffman and Vasquez",2018/11/04,82,1985,TX,Softball
Kelly,Perez,1992/04/30,Williams-Stephenson,2018/06/14,70,2015,CO,Softball
Sylvia,Hamilton,1959/04/18,Bruce Inc,2018/10/27,69,1996,VA,Softball
Kevin,Baker,1963/10/23,Hunter Ltd,2018/12/08,56,2011,PA,Softball
Brett,Chase,1997/07/03,Mcdonald Inc,2018/09/07,86,2011,WA,Softball
Craig,Austin,1965/02/16,Scott and Sons,2018/02/27,50,1986,TN,Softball
Jill,Grimes,1962/04/19,Taylor-Alvarez,2018/07/18,46,1995,NV,Softball
Kyle,Haney,1975/07/22,Pearson Group,2018/09/09,35,2018,AL,Softball
Kelsey,Ramos,1974/09/16,"Jackson, Carlson and Contreras",2018/10/04,90,2015,MI,Softball
Sean,Garner,1974/03/02,"Kelley, Gilbert and Jackson",2018/05/09,65,2003,NC,Softball
Tonya,Orr,1966/06/25,Bruce Inc,2018/01/12,34,2012,MD,Softball
Heather,Hernandez,1977/04/20,Parker Group,2018/12/22,45,2000,WA,Softball
Sara,Barrett,1973/10/06,,2018/05/26,34,1987,NM,Softball
Ian,Wright,1968/01/28,Williams-Stephenson,2018/11/15,42,2000,NC,Softball
Mark,Snow,1991/05/07,Pearson Group,2018/10/25,60,2009,HI,Softball
Rachel,Walker,1986/03/05,Peterson and Sons,2018/08/05,76,2009,HI,Softball
Matthew,Harris,1963/04/19,"Hopkins, Barnes and Ward",2018/12/20,36,1990,SD,Softball
Christy,Harrison DDS,1972/11/10,"Mullen, Huffman and Vasquez",2018/03/15,45,2004,FL,Softball
Nicole,Williams,1995/08/16,Peterson and Sons,2018/08/09,54,2010,AL,Softball
Sara,Brown,1967/06/10,Rivera-Morrow,2018/07/19,58,2007,MD,Softball
Sabrina,Pollard,1967/03/25,Keller Group,2018/08/29,32,2015,SD,Softball
Alexander,Ward,1978/09/19,Parker Group,2018/12/07,85,1992,CO,Softball
Sara,Price,1967/07/05,,2018/03/11,67,2015,NJ,Softball
Joseph,Bauer,1977/02/02,Hunter Ltd,2018/11/06,63,2012,AZ,Softball
Sally,Mcfarland,1969/03/05,"Brown, Vasquez and Sanchez",2018/01/27,37,1995,IL,Softball
Stacey,Hensley,1989/09/22,Scott and Sons,2018/09/10,85,2006,ND,Softball
Wesley,Henson,1962/02/08,"Hopkins, Barnes and Ward",2018/07/11,50,1979,KS,Softball
Andrew,Wright,1982/08/10,Parker Group,2018/04/13,54,2009,VA,Softball
Tina,Gibbs,1972/08/26,Scott and Sons,2018/07/04,65,2016,RI,Softball
Natasha,Klein,1970/01/14,"Jackson, Carlson and Contreras",2018/02/25,51,2016,NY,Softball
