first_name,last_name,dob,company_name,last_active,score,member_since,state,source,errors
Billy,Mccoy,1977/08/19,"Mullen, Huffman and Vasquez",2018/08/17,43,1977,TN,Golf,Suspicious Join Age
Caitlin,Clark,1995/01/08,Bruce Inc,2018/11/27,97,1989,MS,Golf,"Member Since Before DOB,Suspicious Join Age"
Lisa,Harding,1993/03/07,Rivera-Morrow,2018/06/02,96,1973,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Chris,Shepherd,1978/03/08,Bruce Inc,2018/09/30,44,1973,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Troy,Good,1997/12/15,Hunter Ltd,2018/11/23,91,1997,NM,Golf,Suspicious Join Age
Aaron,Johnson,1973/12/23,Rivera-Morrow,2018/11/29,65,1982,HI,Golf,Suspicious Join Age
Laura,Kelly,1981/08/01,"Smith, Torres and Matthews",2018/12/10,81,1977,NH,Golf,"Member Since Before DOB,Suspicious Join Age"
David,Perry,1994/12/13,Taylor-Alvarez,2018/12/12,36,1993,IA,Golf,"Member Since Before DOB,Suspicious Join Age"
Mary,Chambers,1976/06/15,Rivera-Morrow,2018/11/26,56,1980,CT,Golf,Suspicious Join Age
Richard,Payne,1993/11/21,"Hopkins, Barnes and Ward",2018/11/10,53,1973,OK,Golf,"Member Since Before DOB,Suspicious Join Age"
Leah,Torres,1996/08/03,"Mullen, Huffman and Vasquez",2019/01/06,59,1974,MS,Golf,"Member Since Before DOB,Suspicious Join Age"
Cody,Chavez,1978/09/09,Scott and Sons,2018/09/23,38,1983,ME,Golf,Suspicious Join Age
Toni,Jones,1983/07/04,"Kelley, Gilbert and Jackson",2019/01/09,67,1993,ID,Golf,Suspicious Join Age
Michael,Barr,1987/07/24,Keller Group,2018/03/05,98,1981,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Lindsey,Smith,1979/08/22,Hunter Ltd,2018/10/24,60,1979,KS,Golf,Suspicious Join Age
William,Freeman,1973/05/08,"Brown, Vasquez and Sanchez",2018/08/04,97,1979,WI,Golf,Suspicious Join Age
Douglas,Gomez,1981/06/05,"Kelley, Gilbert and Jackson",2018/07/10,81,1977,AK,Golf,"Member Since Before DOB,Suspicious Join Age"
Gary,Sellers,1964/06/28,Pearson Group,2018/10/25,44,1970,TX,Golf,Suspicious Join Age
Kimberly,Soto,1975/07/01,Peterson and Sons,2018/04/14,68,1983,PA,Golf,Suspicious Join Age
Kristin,Butler,1986/02/05,Pearson Group,2018/03/27,36,1992,NH,Golf,Suspicious Join Age
Katherine,Orozco,1987/05/01,Peterson and Sons,2018/06/12,81,1993,IN,Golf,Suspicious Join Age
Tiffany,Campbell,1993/12/08,Rivera-Morrow,2018/05/11,51,1982,WI,Golf,"Member Since Before DOB,Suspicious Join Age"
Michelle,Brennan,1991/11/14,Rivera Ltd,2018/01/29,88,1972,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
John,Anderson,1982/09/09,Bruce Inc,2018/11/26,86,1985,NV,Golf,Suspicious Join Age
Eileen,Moreno,1973/04/27,Rivera Ltd,2018/10/09,63,1979,TX,Golf,Suspicious Join Age
Anthony,Sexton,1988/10/08,Rivera-Morrow,2018/10/16,75,1985,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Amanda,Price,1995/10/29,"Martin, Mcknight and Clark",2018/06/08,53,1988,MS,Golf,"Member Since Before DOB,Suspicious Join Age"
James,Mullins,1988/08/07,"Hopkins, Barnes and Ward",2018/11/11,35,1989,MO,Golf,Suspicious Join Age
Sue,Smith,1991/01/24,"Hopkins, Barnes and Ward",2018/06/25,42,1995,MA,Golf,Suspicious Join Age
Maria,Acevedo,1974/11/03,Rivera-Morrow,2018/03/29,84,1977,WA,Golf,Suspicious Join Age
Kevin,Stone,1974/08/06,Hunter Ltd,2018/02/25,30,1982,VA,Golf,Suspicious Join Age
Sandra,King,1972/09/21,Hunter Ltd,2018/09/19,56,1980,WV,Golf,Suspicious Join Age
Ryan,Andrews,1967/02/21,"Hopkins, Barnes and Ward",2018/09/03,91,1972,NE,Golf,Suspicious Join Age
Sonya,Howard,1996/01/14,Parker Group,2018/04/18,59,1984,NJ,Golf,"Member Since Before DOB,Suspicious Join Age"
Jessica,Lee,1975/10/28,Peterson and Sons,2018/08/30,41,1977,VT,Golf,Suspicious Join Age
Natalie,Crawford,1985/08/15,"Smith, Torres and Matthews",2018/06/27,38,1994,TX,Golf,Suspicious Join Age
Tanner,Booth,1964/08/06,"Kelley, Gilbert and Jackson",2018/06/01,78,1973,FL,Golf,Suspicious Join Age
Jennifer,Evans,1969/12/02,Williams-Stephenson,2018/05/17,88,1973,AK,Golf,Suspicious Join Age
Jason,Cooper,1968/07/22,"Brown, Vasquez and Sanchez",2018/11/09,66,1972,HI,Golf,Suspicious Join Age
Michael,Moyer,1990/06/27,Scott and Sons,2018/06/18,74,1985,NE,Golf,"Member Since Before DOB,Suspicious Join Age"
Micheal,Chung,1984/10/23,"Alvarez, Schaefer and Robertson",2018/03/15,82,1983,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
Carmen,Fisher,1975/04/01,Hunter Ltd,2018/05/02,50,1978,DC,Golf,Suspicious Join Age
Timothy,Smith,1969/02/11,Taylor-Alvarez,2018/11/09,65,1970,WI,Golf,Suspicious Join Age
Brooke,Crawford,1975/01/28,Pearson Group,2018/01/29,86,1978,ID,Golf,Suspicious Join Age
Edward,Lin,1983/05/02,Pearson Group,2018/08/25,40,1982,RI,Golf,"Member Since Before DOB,Suspicious Join Age"
Tyler,Webster,1986/07/30,Keller Group,2018/09/26,53,1982,MT,Golf,"Member Since Before DOB,Suspicious Join Age"
David,Lopez,1994/05/13,Parker Group,2018/11/10,60,1974,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Steven,Garcia,1966/09/14,Rivera-Morrow,2018/11/21,65,1973,FL,Golf,Suspicious Join Age
Kathy,Love,1981/10/26,Pearson Group,2018/09/08,85,1985,WV,Golf,Suspicious Join Age
Dylan,Mccarthy,1997/10/02,Rivera-Morrow,2018/11/07,33,1988,WI,Golf,"Member Since Before DOB,Suspicious Join Age"
Brittany,Carter,1969/06/05,Scott and Sons,2018/05/14,35,1978,OR,Golf,Suspicious Join Age
Christina,Turner,1981/01/26,Parker Group,2018/08/09,37,1973,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
James,Roberson,1989/10/03,Williams-Stephenson,2018/12/20,98,1986,LA,Golf,"Member Since Before DOB,Suspicious Join Age"
Terri,Lambert,1979/03/08,"Alvarez, Schaefer and Robertson",2018/11/16,94,1988,NE,Golf,Suspicious Join Age
Stephanie,Hull,1985/08/21,Scott and Sons,2018/06/20,67,1980,FL,Golf,"Member Since Before DOB,Suspicious Join Age"
Christopher,Ford,1991/02/05,Rivera-Morrow,2018/12/01,88,1975,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Sharon,Graham,1981/06/29,"Jackson, Carlson and Contreras",2018/12/24,80,1991,LA,Golf,Suspicious Join Age
Heidi,Lowe,1974/06/22,Scott and Sons,2018/01/16,36,1973,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Edward,Bates,1994/06/17,Mcdonald Inc,2018/03/04,34,1997,IN,Golf,Suspicious Join Age
Joseph,Smith,1997/04/23,"Alvarez, Schaefer and Robertson",2018/12/08,80,1996,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Danielle,Owens,1992/12/07,"Martin, Mcknight and Clark",2018/08/24,35,1988,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Jason,Anderson,1979/01/05,Rivera Ltd,2018/03/06,35,1982,UT,Golf,Suspicious Join Age
Gordon,Hernandez,1965/05/15,Rivera-Morrow,2018/03/05,30,1975,CT,Golf,Suspicious Join Age
Richard,Davis,1988/07/24,Parker Group,2018/10/05,48,1989,MN,Golf,Suspicious Join Age
Michael,Miller,1968/07/22,"Mullen, Huffman and Vasquez",2018/11/18,75,1973,MN,Golf,Suspicious Join Age
Christopher,Mack,1997/07/04,"Alvarez, Schaefer and Robertson",2018/11/06,95,1979,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Randall,Chavez,1984/02/28,Rivera Ltd,2018/09/20,89,1988,TX,Golf,Suspicious Join Age
Michael,Taylor,1969/07/19,"Smith, Torres and Matthews",2018/01/09,43,1971,FL,Golf,Suspicious Join Age
Jamie,Burnett,1992/03/04,"Mullen, Huffman and Vasquez",2018/02/11,43,1980,TX,Golf,"Member Since Before DOB,Suspicious Join Age"
Carla,Hahn,1992/01/10,Peterson and Sons,2018/12/31,51,2003,CT,Golf,Suspicious Join Age
John,Hampton,1990/11/07,Keller Group,2018/05/19,81,1973,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
Samuel,Collins,1984/06/10,Williams-Stephenson,2018/07/24,38,1972,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Pamela,Hull,1992/09/30,Peterson and Sons,2018/02/19,46,2000,VA,Golf,Suspicious Join Age
Maria,Thompson,1992/12/04,"Mullen, Huffman and Vasquez",2018/06/03,65,1992,NH,Golf,Suspicious Join Age
Jennifer,Wilson,1984/07/10,Taylor-Alvarez,2018/03/30,43,1972,NC,Golf,"Member Since Before DOB,Suspicious Join Age"
Jesse,Garrison,1989/01/17,Keller Group,2018/02/11,44,1996,WA,Golf,Suspicious Join Age
Rebecca,Fox,1989/10/31,Keller Group,2018/05/05,31,1997,WI,Golf,Suspicious Join Age
Paul,Molina,1992/11/07,"Kelley, Gilbert and Jackson",2018/02/18,38,1991,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Christopher,Scott,1984/02/15,"Jackson, Carlson and Contreras",2018/08/03,45,1992,NM,Golf,Suspicious Join Age
Nicole,Burns,1976/05/31,Scott and Sons,2018/09/01,31,1979,GA,Golf,Suspicious Join Age
David,Burke,1965/04/22,Taylor-Alvarez,2018/11/10,72,1970,WV,Golf,Suspicious Join Age
Jane,Kennedy,1998/02/14,Parker Group,2018/02/26,47,1996,KS,Golf,"Member Since Before DOB,Suspicious Join Age"
Nicolas,Johnson,1982/06/28,Williams-Stephenson,2019/01/05,75,1970,AZ,Golf,"Member Since Before DOB,Suspicious Join Age"
Tanya,Smith,1984/01/06,Scott and Sons,2018/12/24,40,1970,MA,Golf,"Member Since Before DOB,Suspicious Join Age"
Patricia,Rose,1995/05/02,"Brown, Vasquez and Sanchez",2018/05/08,46,1970,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Tamara,Taylor,1996/11/10,Scott and Sons,2018/09/02,38,1996,KY,Golf,Suspicious Join Age
Kathy,Williams,1976/11/23,"Alvarez, Schaefer and Robertson",2018/11/16,42,1977,AL,Golf,Suspicious Join Age
Jonathan,Hinton,1985/03/26,Hunter Ltd,2018/09/26,99,1974,HI,Golf,"Member Since Before DOB,Suspicious Join Age"
Phillip,Sheppard,1987/08/02,Pearson Group,2018/06/04,61,1970,HI,Golf,"Member Since Before DOB,Suspicious Join Age"
Arthur,West,1986/03/05,"Hopkins, Barnes and Ward",2018/11/22,89,1995,UT,Golf,Suspicious Join Age
Laurie,Moran,1974/08/28,Mcdonald Inc,2018/12/04,55,1978,IA,Golf,Suspicious Join Age
Andrew,Gutierrez,1985/12/29,Rivera-Morrow,2018/09/11,61,1985,NC,Golf,Suspicious Join Age
Charles,Willis,1999/01/02,Taylor-Alvarez,2018/10/13,58,1987,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Melissa,Williams,1986/04/23,"Brown, Vasquez and Sanchez",2018/03/29,80,1976,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Christopher,Harvey,1994/10/12,Peterson and Sons,2018/03/06,54,1979,VA,Golf,"Member Since Before DOB,Suspicious Join Age"
Matthew,Ramirez,1995/02/22,"Brown, Vasquez and Sanchez",2018/05/06,91,1973,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Donna,Dixon,1979/03/31,"Jackson, Carlson and Contreras",2018/07/14,82,1982,LA,Golf,Suspicious Join Age
Robert,Williams,1991/02/08,"Smith, Torres and Matthews",2018/06/13,58,1974,MT,Golf,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Mercado,1994/03/18,Pearson Group,2018/12/02,56,1990,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
Matthew,Washington,1986/01/13,Williams-Stephenson,2018/11/21,74,1982,MI,Golf,"Member Since Before DOB,Suspicious Join Age"
Charles,Williams,1996/01/19,"Martin, Mcknight and Clark",2018/05/16,34,1991,NJ,Golf,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Vincent,1998/11/24,Williams-Stephenson,2018/04/19,31,1987,WY,Golf,"Member Since Before DOB,Suspicious Join Age"
David,Oneill,1973/04/04,Keller Group,2018/06/07,53,1980,PA,Golf,Suspicious Join Age
Robert,Ross,1975/03/24,Williams-Stephenson,2018/10/27,68,1986,MD,Golf,Suspicious Join Age
Rachel,Davis,1983/02/02,"Kelley, Gilbert and Jackson",2018/07/15,60,1983,TX,Golf,Suspicious Join Age
Laura,Ellis,1968/10/23,Pearson Group,2018/05/02,74,1971,UT,Golf,Suspicious Join Age
Tyler,Cole,1987/05/14,"Martin, Mcknight and Clark",2018/08/30,85,1982,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Christine,Manning,1985/05/05,"Hopkins, Barnes and Ward",2018/02/17,85,1977,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Catherine,Carter,1993/01/14,"Jackson, Carlson and Contreras",2018/01/13,70,1971,IL,Golf,"Member Since Before DOB,Suspicious Join Age"
Brian,Brown,1993/06/30,Hunter Ltd,2018/08/21,70,1977,NJ,Golf,"Member Since Before DOB,Suspicious Join Age"
Robyn,Roach,1974/05/04,Rivera Ltd,2018/12/10,83,1982,AL,Golf,Suspicious Join Age
Melinda,Lopez,1965/03/07,Mcdonald Inc,2018/07/18,58,1976,RI,Golf,Suspicious Join Age
Christopher,Mason,1995/10/18,Parker Group,2018/04/22,84,1987,NV,Golf,"Member Since Before DOB,Suspicious Join Age"
Tina,King,1988/01/11,"Kelley, Gilbert and Jackson",2018/03/16,44,1995,SD,Golf,Suspicious Join Age
Randy,Pennington,1997/11/18,Pearson Group,2018/12/16,99,1984,WY,Golf,"Member Since Before DOB,Suspicious Join Age"
Anthony,Cooper,1977/10/07,Rivera Ltd,2018/02/02,84,1977,PA,Golf,Suspicious Join Age
Patrick,Jordan,1991/05/19,"Alvarez, Schaefer and Robertson",2018/12/06,30,2001,AR,Golf,Suspicious Join Age
Margaret,Harris,1998/09/05,"Martin, Mcknight and Clark",2018/12/05,51,1998,IA,Golf,Suspicious Join Age
Stephen,Pierce,1993/12/02,Keller Group,2018/11/07,48,1997,GA,Golf,Suspicious Join Age
Katelyn,Powell,1996/05/05,"Smith, Torres and Matthews",2018/08/09,67,1975,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Sharon,Hansen,1981/09/09,Parker Group,2018/07/13,65,1976,NC,Golf,"Member Since Before DOB,Suspicious Join Age"
Jason,Dyer,1988/12/26,Williams-Stephenson,2018/07/25,65,1971,MN,Golf,"Member Since Before DOB,Suspicious Join Age"
Reginald,Lewis,1991/08/12,,2018/10/18,51,1977,CA,Golf,"Member Since Before DOB,Suspicious Join Age"
Aaron,Jordan,1997/03/29,Peterson and Sons,2018/09/26,46,1995,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Stephen,Williams,1976/09/04,Scott and Sons,2018/07/09,82,1975,KS,Golf,"Member Since Before DOB,Suspicious Join Age"
Joseph,Beck,1966/08/30,"Martin, Mcknight and Clark",2018/07/07,50,1977,CT,Golf,Suspicious Join Age
Angelica,Warren,1989/11/22,Rivera-Morrow,2018/10/30,72,1971,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Jenny,Moore,1997/11/12,"Jackson, Carlson and Contreras",2018/07/30,37,1975,MI,Golf,"Member Since Before DOB,Suspicious Join Age"
Veronica,Robinson,1983/06/10,"Brown, Vasquez and Sanchez",2018/10/04,32,1975,MN,Golf,"Member Since Before DOB,Suspicious Join Age"
Hannah,Blankenship,1996/01/14,"Smith, Torres and Matthews",2018/03/16,81,1976,LA,Golf,"Member Since Before DOB,Suspicious Join Age"
Tiffany,Bryant,1994/03/18,"Brown, Vasquez and Sanchez",2018/08/03,85,1977,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Adam,Manning,1985/03/10,"Kelley, Gilbert and Jackson",2018/02/19,64,1988,DC,Golf,Suspicious Join Age
Barbara,Lee,1969/12/29,Hunter Ltd,2018/11/01,93,1973,MO,Golf,Suspicious Join Age
Steve,Smith,1993/06/23,Rivera-Morrow,2018/05/23,92,1973,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Mark,Roberts,1983/01/27,Keller Group,2018/03/29,59,1979,MA,Golf,"Member Since Before DOB,Suspicious Join Age"
Michael,Fitzgerald,1997/11/24,"Martin, Mcknight and Clark",2018/07/24,38,2000,WV,Golf,Suspicious Join Age
Courtney,Monroe,1968/10/11,Scott and Sons,2018/05/29,75,1973,MT,Golf,Suspicious Join Age
Cameron,Webb,1976/11/03,Bruce Inc,2018/12/17,63,1982,NC,Golf,Suspicious Join Age
Julia,Greer,1988/06/10,"Mullen, Huffman and Vasquez",2018/06/26,95,1975,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Steven,Morgan,1986/03/01,"Hopkins, Barnes and Ward",2018/08/25,96,1976,CA,Golf,"Member Since Before DOB,Suspicious Join Age"
Paul,Jimenez,1970/05/20,"Martin, Mcknight and Clark",2018/09/04,47,1973,NY,Golf,Suspicious Join Age
Courtney,Norman,1991/04/22,"Brown, Vasquez and Sanchez",2018/06/30,66,1980,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
David,Bell,1971/05/30,Mcdonald Inc,2018/10/27,68,1981,MD,Golf,Suspicious Join Age
Andrew,Hodge,1978/07/22,Peterson and Sons,2018/02/14,39,1987,CT,Golf,Suspicious Join Age
Karen,Fowler,1978/05/27,"Martin, Mcknight and Clark",2018/06/21,34,1989,ME,Golf,Suspicious Join Age
Mikayla,Foster,1972/03/07,"Brown, Vasquez and Sanchez",2018/12/23,95,1975,HI,Golf,Suspicious Join Age
Jennifer,Horn,1997/10/01,"Mullen, Huffman and Vasquez",2018/12/06,42,1988,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Felicia,Burch,1985/10/10,"Martin, Mcknight and Clark",2018/04/28,64,1990,IN,Golf,Suspicious Join Age
Christopher,Fisher,1992/03/27,Taylor-Alvarez,2018/12/25,56,1994,UT,Golf,Suspicious Join Age
Phillip,Thomas,1983/10/15,Taylor-Alvarez,2018/10/01,70,1974,MI,Golf,"Member Since Before DOB,Suspicious Join Age"
Lorraine,Gutierrez,1990/05/28,Keller Group,2018/07/19,52,1986,KS,Golf,"Member Since Before DOB,Suspicious Join Age"
Jacob,Moreno,1972/07/20,"Martin, Mcknight and Clark",2018/07/06,85,1983,VT,Golf,Suspicious Join Age
Susan,Brooks,1987/04/08,Bruce Inc,2018/02/04,45,1993,PA,Golf,Suspicious Join Age
Edward,Martinez,1989/09/04,Keller Group,2018/03/16,55,1972,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
Samuel,Wright,1976/12/09,Keller Group,2018/06/07,44,1977,VA,Golf,Suspicious Join Age
Sarah,Brown,1973/06/21,Rivera-Morrow,2018/10/15,45,1982,NE,Golf,Suspicious Join Age
Vanessa,Hernandez,1990/03/04,Bruce Inc,2018/10/21,32,1985,KS,Golf,"Member Since Before DOB,Suspicious Join Age"
Gregory,Jordan,1990/08/19,Rivera Ltd,2018/04/09,44,1990,VA,Golf,Suspicious Join Age
Jessica,Robinson,1998/05/10,"Mullen, Huffman and Vasquez",2018/11/08,34,2008,NE,Golf,Suspicious Join Age
Maria,Knight,1996/06/26,"Kelley, Gilbert and Jackson",2018/10/16,74,1982,AK,Golf,"Member Since Before DOB,Suspicious Join Age"
Curtis,Harris,1969/09/09,Rivera Ltd,2018/06/28,92,1973,IL,Golf,Suspicious Join Age
Jennifer,Long,1998/12/01,Taylor-Alvarez,2018/01/27,84,1978,IL,Golf,"Member Since Before DOB,Suspicious Join Age"
Kevin,Davis,1994/04/20,Williams-Stephenson,2018/07/17,57,2003,MO,Golf,Suspicious Join Age
Bailey,Schwartz,1998/01/24,Keller Group,2018/06/03,73,1983,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Jason,Phillips,1993/04/15,Pearson Group,2018/09/28,49,1973,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
Ronald,Cook,1983/03/26,"Kelley, Gilbert and Jackson",2018/08/13,52,1978,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Cheryl,Trujillo,1984/09/20,"Hopkins, Barnes and Ward",2018/10/07,43,1979,KS,Golf,"Member Since Before DOB,Suspicious Join Age"
Christine,Smith,1995/10/27,Hunter Ltd,2018/09/04,63,1986,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Katelyn,Rodriguez,1992/05/11,Williams-Stephenson,2018/10/29,46,1993,TN,Golf,Suspicious Join Age
Jane,Bennett,1990/03/07,"Kelley, Gilbert and Jackson",2018/06/19,64,1984,OH,Golf,"Member Since Before DOB,Suspicious Join Age"
Joseph,Edwards,1987/06/26,Taylor-Alvarez,2018/10/20,58,1988,VA,Golf,Suspicious Join Age
Ricky,Weiss,1997/02/07,"Hopkins, Barnes and Ward",2018/10/10,72,1994,CT,Golf,"Member Since Before DOB,Suspicious Join Age"
Tina,Hebert,1968/06/25,Rivera-Morrow,2018/11/06,49,1973,FL,Golf,Suspicious Join Age
Joseph,Johnson,1982/06/05,"Hopkins, Barnes and Ward",2018/08/11,74,1988,SC,Golf,Suspicious Join Age
Vincent,Vincent,1988/08/31,"Smith, Torres and Matthews",2018/03/16,34,1989,MS,Golf,Suspicious Join Age
Alexandria,Daugherty,1990/08/26,"Martin, Mcknight and Clark",2018/08/18,78,1999,MN,Golf,Suspicious Join Age
Debra,Combs,1981/03/26,Williams-Stephenson,2018/10/05,99,1983,LA,Golf,Suspicious Join Age
Samantha,Soto,1989/12/01,"Martin, Mcknight and Clark",2018/07/10,80,1981,NC,Golf,"Member Since Before DOB,Suspicious Join Age"
Alexandria,Smith,1982/07/27,Taylor-Alvarez,2018/10/22,66,1983,NV,Golf,Suspicious Join Age
Thomas,Holmes,1962/11/29,"Brown, Vasquez and Sanchez",2018/05/15,92,1972,WI,Softball,Suspicious Join Age
Laura,Howard,1989/04/26,"Smith, Torres and Matthews",2018/04/15,76,1976,NJ,Softball,"Member Since Before DOB,Suspicious Join Age"
Robert,Browning,1961/02/02,Bruce Inc,2019/01/02,89,1971,WI,Softball,Suspicious Join Age
Traci,Anderson,1987/06/14,Williams-Stephenson,2018/10/21,33,1993,TN,Softball,Suspicious Join Age
Peggy,Copeland,1982/08/03,Peterson and Sons,2018/01/31,31,1991,CT,Softball,Suspicious Join Age
Amber,Garcia,1982/05/25,Peterson and Sons,2018/04/28,63,1985,NY,Softball,Suspicious Join Age
Samantha,Jackson,1986/11/05,Bruce Inc,2018/04/23,47,1978,WA,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Navarro,1997/07/10,Rivera Ltd,2018/01/29,43,1985,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Laura,Hawkins,1995/11/15,Peterson and Sons,2018/08/23,40,1976,PA,Softball,"Member Since Before DOB,Suspicious Join Age"
Sabrina,Fields,1987/02/04,Scott and Sons,2018/09/18,37,1983,NJ,Softball,"Member Since Before DOB,Suspicious Join Age"
Mary,Tanner,1976/05/25,"Kelley, Gilbert and Jackson",2018/02/05,81,1986,NY,Softball,Suspicious Join Age
Brian,Oliver,1992/03/21,Mcdonald Inc,2019/01/07,68,1991,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Julie,Walker,1990/02/22,Bruce Inc,2018/12/09,46,1995,MS,Softball,Suspicious Join Age
Justin,Jones,1996/06/27,Williams-Stephenson,2018/09/29,49,2006,ME,Softball,Suspicious Join Age
Ashley,Green,1996/12/20,"Mullen, Huffman and Vasquez",2018/11/04,73,1992,IN,Softball,"Member Since Before DOB,Suspicious Join Age"
Emily,Harmon,1996/12/01,"Smith, Torres and Matthews",2018/05/20,89,2001,AZ,Softball,Suspicious Join Age
Erica,Rose,1986/04/22,Rivera Ltd,2018/12/27,59,1983,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Michael,Pena,1994/08/16,Rivera-Morrow,2018/07/31,54,1976,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Eddie,Paul,1994/05/05,Rivera-Morrow,2018/05/19,34,2000,WV,Softball,Suspicious Join Age
Jason,Brown,1969/09/29,Taylor-Alvarez,2018/10/18,48,1977,FL,Softball,Suspicious Join Age
Robin,Thomas,1988/01/13,"Mullen, Huffman and Vasquez",2018/08/20,45,1972,HI,Softball,"Member Since Before DOB,Suspicious Join Age"
Monique,Owens,1982/03/04,Keller Group,2018/11/06,89,1989,TN,Softball,Suspicious Join Age
Dawn,Branch,1984/01/10,Rivera-Morrow,2018/07/15,86,1993,HI,Softball,Suspicious Join Age
Anthony,Ingram,1968/07/09,"Mullen, Huffman and Vasquez",2018/12/22,39,1978,CA,Softball,Suspicious Join Age
Jessica,Lowe,1978/04/16,Keller Group,2018/11/18,37,1973,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Jerry,Wells,1997/06/18,Mcdonald Inc,2018/04/13,41,2008,TN,Softball,Suspicious Join Age
Richard,Davis,1980/01/07,"Kelley, Gilbert and Jackson",2018/10/11,93,1991,AL,Softball,Suspicious Join Age
Donna,Lee,1997/02/11,Peterson and Sons,2018/07/15,39,1998,TN,Softball,Suspicious Join Age
Kevin,Lamb,1960/05/26,"Jackson, Carlson and Contreras",2018/10/01,30,1971,ID,Softball,Suspicious Join Age
Sara,Campbell,1980/09/25,Parker Group,2018/10/04,41,1989,LA,Softball,Suspicious Join Age
Robert,Nelson,1983/03/08,Mcdonald Inc,2018/06/03,96,1985,AZ,Softball,Suspicious Join Age
Travis,Miller,1990/02/27,Pearson Group,2018/07/08,55,1980,WY,Softball,"Member Since Before DOB,Suspicious Join Age"
Sara,Smith,1996/02/10,Peterson and Sons,2018/07/02,54,2007,NJ,Softball,Suspicious Join Age
Melanie,Frey,1998/09/06,Rivera-Morrow,2018/06/19,43,1975,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Brandon,Williams,1975/02/02,Rivera-Morrow,2018/09/10,48,1986,OH,Softball,Suspicious Join Age
Clinton,Decker,1993/01/13,"Hopkins, Barnes and Ward",2018/01/21,65,1980,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
Timothy,Crane,1987/06/19,Mcdonald Inc,2018/12/02,75,1992,FL,Softball,Suspicious Join Age
Marcus,Nelson,1984/11/13,Parker Group,2018/08/05,65,1982,MD,Softball,"Member Since Before DOB,Suspicious Join Age"
Stephanie,Scott,1978/07/29,Mcdonald Inc,2018/06/03,58,1975,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Timothy,Delgado,1982/03/16,"Hopkins, Barnes and Ward",2018/04/27,51,1992,DE,Softball,Suspicious Join Age
Angela,Berry,1972/09/27,Scott and Sons,2019/01/06,49,1982,MN,Softball,Suspicious Join Age
Ryan,Collins,1980/12/06,Rivera Ltd,2018/04/28,73,1988,WV,Softball,Suspicious Join Age
Eric,Mann,1997/04/11,"Alvarez, Schaefer and Robertson",2018/09/08,91,1979,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Karen,Smith,1989/08/29,Rivera-Morrow,2018/07/16,46,1998,MA,Softball,Suspicious Join Age
Jennifer,Johnson,1977/09/14,Bruce Inc,2018/12/09,54,1970,CT,Softball,"Member Since Before DOB,Suspicious Join Age"
Olivia,Carter,1982/01/23,,2018/07/15,34,1982,NM,Softball,Suspicious Join Age
